DHB,Dose1,Dose2,Population,Date
Northland,141375,131384,161320,2021-12-14
Waitemata,498831,483773,526087,2021-12-14
Auckland,413260,401751,423958,2021-12-14
Counties Manukau,453829,434564,482773,2021-12-14
Waikato,331964,313990,357176,2021-12-14
Lakes,85966,79690,94419,2021-12-14
Bay of Plenty,200679,186591,216941,2021-12-14
Tairawhiti,37776,34533,41965,2021-12-14
Taranaki,94194,88352,102147,2021-12-14
Hawkes Bay,136306,127175,145571,2021-12-14
MidCentral,143818,135317,152302,2021-12-14
Whanganui,51445,47858,57247,2021-12-14
Capital and Coast,263026,254372,271174,2021-12-14
Hutt Valley,123671,117687,130239,2021-12-14
Wairarapa,39116,36889,41427,2021-12-14
Nelson Marlborough,127703,120264,135743,2021-12-14
West Coast,25319,23536,27906,2021-12-14
Canterbury,469852,449935,482890,2021-12-14
South Canterbury,48945,46576,52584,2021-12-14
Southern,276320,263859,288015,2021-12-14
Overseas / Unknown,2849,2638,17173,2021-12-14
New Zealand,3966244,3780734,4209057,2021-12-14
All DHBs to 90%,NA,NA,NA,2021-12-14
