DHB,Dose1,Dose2,Population,Date
Northland,143286,137045,161320,2022-01-10
Waitemata,502918,493994,526087,2022-01-10
Auckland,417280,410228,423958,2022-01-10
Counties Manukau,458509,447001,482773,2022-01-10
Waikato,335430,325025,357176,2022-01-10
Lakes,87055,83629,94419,2022-01-10
Bay of Plenty,203408,196191,216941,2022-01-10
Tairawhiti,38427,36556,41965,2022-01-10
Taranaki,95452,92341,102147,2022-01-10
Hawkes Bay,138449,133350,145571,2022-01-10
MidCentral,145313,140895,152302,2022-01-10
Whanganui,52056,50202,57247,2022-01-10
Capital and Coast,265299,260983,271174,2022-01-10
Hutt Valley,124904,121956,130239,2022-01-10
Wairarapa,39492,38321,41427,2022-01-10
Nelson Marlborough,129480,125804,135743,2022-01-10
West Coast,25634,24707,27906,2022-01-10
Canterbury,474335,464278,482890,2022-01-10
South Canterbury,49495,48246,52584,2022-01-10
Southern,278739,272358,288015,2022-01-10
Overseas / Unknown,2869,2718,17173,2022-01-10
New Zealand,4007830,3905828,4209057,2022-01-10
All DHBs to 90%,NA,NA,NA,2022-01-10
