DHB,Dose1,Dose2,Population,Date
Northland,135520,119624,161320,2021-11-23
Waitemata,490143,461403,526087,2021-11-23
Auckland,405009,384440,423958,2021-11-23
Counties Manukau,442827,409804,482773,2021-11-23
Waikato,321780,291670,357176,2021-11-23
Lakes,81751,72375,94419,2021-11-23
Bay of Plenty,191302,170385,216941,2021-11-23
Tairawhiti,35725,30924,41965,2021-11-23
Taranaki,90563,80663,102147,2021-11-23
Hawkes Bay,130292,116440,145571,2021-11-23
MidCentral,138446,124943,152302,2021-11-23
Whanganui,48993,43956,57247,2021-11-23
Capital and Coast,256078,240398,271174,2021-11-23
Hutt Valley,119331,109638,130239,2021-11-23
Wairarapa,37862,33780,41427,2021-11-23
Nelson Marlborough,122260,111629,135743,2021-11-23
West Coast,24226,21339,27906,2021-11-23
Canterbury,456004,413790,482890,2021-11-23
South Canterbury,47249,43210,52584,2021-11-23
Southern,268043,245558,288015,2021-11-23
Overseas / Unknown,10188,6681,17173,2021-11-23
New Zealand,3853592,3532650,4209057,2021-11-23
All DHBs to 90%,NA,NA,NA,2021-11-23
