DHB,Dose1,Dose2,Population,Date
Northland,142077,133231,161320,2021-12-19
Waitemata,499743,486695,526087,2021-12-19
Auckland,413917,403732,423958,2021-12-19
Counties Manukau,455135,438370,482773,2021-12-19
Waikato,332981,317332,357176,2021-12-19
Lakes,86308,80890,94419,2021-12-19
Bay of Plenty,201393,189509,216941,2021-12-19
Tairawhiti,37969,35149,41965,2021-12-19
Taranaki,94580,89459,102147,2021-12-19
Hawkes Bay,136934,129024,145571,2021-12-19
MidCentral,144266,137066,152302,2021-12-19
Whanganui,51631,48555,57247,2021-12-19
Capital and Coast,263537,256213,271174,2021-12-19
Hutt Valley,124025,118955,130239,2021-12-19
Wairarapa,39223,37360,41427,2021-12-19
Nelson Marlborough,128203,121619,135743,2021-12-19
West Coast,25434,23872,27906,2021-12-19
Canterbury,471026,453873,482890,2021-12-19
South Canterbury,49099,47046,52584,2021-12-19
Southern,276973,266188,288015,2021-12-19
Overseas / Unknown,2832,2648,17173,2021-12-19
New Zealand,3977286,3816786,4209057,2021-12-19
All DHBs to 90%,NA,NA,NA,2021-12-19
