DHB,Dose1,Dose2,Population,Date
Northland,142806,135831,161320,2022-01-02
Waitemata,501345,491312,526087,2022-01-02
Auckland,415531,407510,423958,2022-01-02
Counties Manukau,456874,443760,482773,2022-01-02
Waikato,334330,322484,357176,2022-01-02
Lakes,86714,82726,94419,2022-01-02
Bay of Plenty,202465,194055,216941,2022-01-02
Tairawhiti,38208,36088,41965,2022-01-02
Taranaki,95081,91287,102147,2022-01-02
Hawkes Bay,137815,131952,145571,2022-01-02
MidCentral,144888,139780,152302,2022-01-02
Whanganui,51873,49719,57247,2022-01-02
Capital and Coast,264446,259393,271174,2022-01-02
Hutt Valley,124493,120940,130239,2022-01-02
Wairarapa,39361,37989,41427,2022-01-02
Nelson Marlborough,128838,124380,135743,2022-01-02
West Coast,25566,24461,27906,2022-01-02
Canterbury,472742,460829,482890,2022-01-02
South Canterbury,49314,47864,52584,2022-01-02
Southern,277993,270535,288015,2022-01-02
Overseas / Unknown,2833,2672,17173,2022-01-02
New Zealand,3993516,3875567,4209057,2022-01-02
All DHBs to 90%,NA,NA,NA,2022-01-02
