DHB,Dose1,Dose2,Population,Date
Northland,133430,115680,161320,2021-11-15
Waitemata,487642,452282,526087,2021-11-15
Auckland,403968,378718,423958,2021-11-15
Counties Manukau,439834,400780,482773,2021-11-15
Waikato,318170,282379,357176,2021-11-15
Lakes,79896,69539,94419,2021-11-15
Bay of Plenty,186933,163281,216941,2021-11-15
Tairawhiti,34840,29700,41965,2021-11-15
Taranaki,89393,77417,102147,2021-11-15
Hawkes Bay,128031,112799,145571,2021-11-15
MidCentral,135925,120493,152302,2021-11-15
Whanganui,47986,42422,57247,2021-11-15
Capital and Coast,254114,234263,271174,2021-11-15
Hutt Valley,117585,106350,130239,2021-11-15
Wairarapa,37037,32568,41427,2021-11-15
Nelson Marlborough,120747,108756,135743,2021-11-15
West Coast,23826,20559,27906,2021-11-15
Canterbury,451514,396513,482890,2021-11-15
South Canterbury,46776,41994,52584,2021-11-15
Southern,265491,238663,288015,2021-11-15
Overseas / Unknown,2913,2576,17173,2021-11-15
New Zealand,3806051,3427732,4209057,2021-11-15
All DHBs to 90%,NA,NA,NA,2021-11-15
