DHB,Dose1,Dose2,Population,Date
Northland,145324,140879,161320,2022-02-13
Waitemata,507235,500730,526087,2022-02-13
Auckland,421288,416115,423958,2022-02-13
Counties Manukau,464005,455708,482773,2022-02-13
Waikato,339599,332285,357176,2022-02-13
Lakes,88161,85843,94419,2022-02-13
Bay of Plenty,206157,201235,216941,2022-02-13
Tairawhiti,39055,37812,41965,2022-02-13
Taranaki,96690,94665,102147,2022-02-13
Hawkes Bay,140969,137625,145571,2022-02-13
MidCentral,147118,144237,152302,2022-02-13
Whanganui,52729,51506,57247,2022-02-13
Capital and Coast,267301,264500,271174,2022-02-13
Hutt Valley,126133,124175,130239,2022-02-13
Wairarapa,40015,39225,41427,2022-02-13
Nelson Marlborough,131155,128830,135743,2022-02-13
West Coast,25940,25314,27906,2022-02-13
Canterbury,479867,473258,482890,2022-02-13
South Canterbury,50114,49306,52584,2022-02-13
Southern,281269,277068,288015,2022-02-13
Overseas / Unknown,2950,2835,17173,2022-02-13
New Zealand,4053074,3983151,4209057,2022-02-13
All DHBs to 90%,NA,NA,NA,2022-02-13
