DHB,Dose1,Dose2,Population,Date
Northland,144976,140247,161320,2022-02-04
Waitemata,506754,499819,526087,2022-02-04
Auckland,420915,415455,423958,2022-02-04
Counties Manukau,463185,454261,482773,2022-02-04
Waikato,338975,331120,357176,2022-02-04
Lakes,87961,85467,94419,2022-02-04
Bay of Plenty,205767,200408,216941,2022-02-04
Tairawhiti,38943,37613,41965,2022-02-04
Taranaki,96555,94373,102147,2022-02-04
Hawkes Bay,140532,136878,145571,2022-02-04
MidCentral,146827,143749,152302,2022-02-04
Whanganui,52657,51310,57247,2022-02-04
Capital and Coast,267062,264039,271174,2022-02-04
Hutt Valley,125995,123878,130239,2022-02-04
Wairarapa,39927,39101,41427,2022-02-04
Nelson Marlborough,130975,128433,135743,2022-02-04
West Coast,25915,25248,27906,2022-02-04
Canterbury,479009,471947,482890,2022-02-04
South Canterbury,50053,49174,52584,2022-02-04
Southern,280934,276427,288015,2022-02-04
Overseas / Unknown,2915,2796,17173,2022-02-04
New Zealand,4046832,3971743,4209057,2022-02-04
All DHBs to 90%,NA,NA,NA,2022-02-04
