DHB,Dose1,Dose2,Population,Date
Northland,130622,110530,161320,2021-11-08
Waitemata,484320,441266,526087,2021-11-08
Auckland,401575,370503,423958,2021-11-08
Counties Manukau,435300,389328,482773,2021-11-08
Waikato,314434,272130,357176,2021-11-08
Lakes,77747,65994,94419,2021-11-08
Bay of Plenty,183363,156411,216941,2021-11-08
Tairawhiti,33924,28417,41965,2021-11-08
Taranaki,87695,72993,102147,2021-11-08
Hawkes Bay,125660,108825,145571,2021-11-08
MidCentral,133617,115738,152302,2021-11-08
Whanganui,47035,40863,57247,2021-11-08
Capital and Coast,252044,227889,271174,2021-11-08
Hutt Valley,116068,102743,130239,2021-11-08
Wairarapa,36080,31338,41427,2021-11-08
Nelson Marlborough,119373,106160,135743,2021-11-08
West Coast,23324,19831,27906,2021-11-08
Canterbury,447432,381246,482890,2021-11-08
South Canterbury,46272,40926,52584,2021-11-08
Southern,262897,232308,288015,2021-11-08
Overseas / Unknown,2042,1743,17173,2021-11-08
Total,3760824,3317182,4209057,2021-11-08
