DHB,Dose1,Dose2,Population,Date
Northland,144068,138791,161320,2022-01-20
Waitemata,504954,497192,526087,2022-01-20
Auckland,419652,413556,423958,2022-01-20
Counties Manukau,460945,450885,482773,2022-01-20
Waikato,337160,328284,357176,2022-01-20
Lakes,87533,84582,94419,2022-01-20
Bay of Plenty,204499,198290,216941,2022-01-20
Tairawhiti,38660,37115,41965,2022-01-20
Taranaki,95957,93331,102147,2022-01-20
Hawkes Bay,139337,135060,145571,2022-01-20
MidCentral,146056,142452,152302,2022-01-20
Whanganui,52329,50796,57247,2022-01-20
Capital and Coast,266302,262732,271174,2022-01-20
Hutt Valley,125423,123003,130239,2022-01-20
Wairarapa,39719,38764,41427,2022-01-20
Nelson Marlborough,130269,127244,135743,2022-01-20
West Coast,25770,24971,27906,2022-01-20
Canterbury,476558,468307,482890,2022-01-20
South Canterbury,49759,48750,52584,2022-01-20
Southern,279803,274530,288015,2022-01-20
Overseas / Unknown,2937,2807,17173,2022-01-20
New Zealand,4027690,3941442,4209057,2022-01-20
All DHBs to 90%,NA,NA,NA,2022-01-20
