DHB,Dose1,Dose2,Population,Date
Northland,137280,122992,161320,2021-11-29
Waitemata,493353,469458,526087,2021-11-29
Auckland,407945,390589,423958,2021-11-29
Counties Manukau,447066,418879,482773,2021-11-29
Waikato,325292,298662,357176,2021-11-29
Lakes,83190,74222,94419,2021-11-29
Bay of Plenty,194996,175217,216941,2021-11-29
Tairawhiti,36319,31880,41965,2021-11-29
Taranaki,91810,83156,102147,2021-11-29
Hawkes Bay,132327,119615,145571,2021-11-29
MidCentral,140378,127851,152302,2021-11-29
Whanganui,49774,44984,57247,2021-11-29
Capital and Coast,258562,244714,271174,2021-11-29
Hutt Valley,120922,112105,130239,2021-11-29
Wairarapa,38336,34592,41427,2021-11-29
Nelson Marlborough,123902,114087,135743,2021-11-29
West Coast,24568,21952,27906,2021-11-29
Canterbury,460487,425767,482890,2021-11-29
South Canterbury,47798,44251,52584,2021-11-29
Southern,270941,251245,288015,2021-11-29
Overseas / Unknown,2832,2535,17173,2021-11-29
New Zealand,3888078,3608753,4209057,2021-11-29
All DHBs to 90%,NA,NA,NA,2021-11-29
