DHB,Dose1,Dose2,Population,Date
Northland,135131,118782,161320,2021-11-21
Waitemata,490096,459652,526087,2021-11-21
Auckland,405525,383606,423958,2021-11-21
Counties Manukau,442983,408501,482773,2021-11-21
Waikato,321468,289986,357176,2021-11-21
Lakes,81447,71836,94419,2021-11-21
Bay of Plenty,190483,168908,216941,2021-11-21
Tairawhiti,35563,30651,41965,2021-11-21
Taranaki,90557,79974,102147,2021-11-21
Hawkes Bay,129892,115681,145571,2021-11-21
MidCentral,138124,124212,152302,2021-11-21
Whanganui,48828,43672,57247,2021-11-21
Capital and Coast,256037,239228,271174,2021-11-21
Hutt Valley,119002,109112,130239,2021-11-21
Wairarapa,37758,33573,41427,2021-11-21
Nelson Marlborough,122085,111066,135743,2021-11-21
West Coast,24178,21225,27906,2021-11-21
Canterbury,455322,410227,482890,2021-11-21
South Canterbury,47194,43003,52584,2021-11-21
Southern,267550,243919,288015,2021-11-21
Overseas / Unknown,2836,2549,17173,2021-11-21
New Zealand,3842059,3509363,4209057,2021-11-21
All DHBs to 90%,NA,NA,NA,2021-11-21
