DHB,Dose1,Dose2,Population,Date
Northland,145167,140578,161320,2022-02-09
Waitemata,507035,500345,526087,2022-02-09
Auckland,420979,415691,423958,2022-02-09
Counties Manukau,463667,455059,482773,2022-02-09
Waikato,339313,331726,357176,2022-02-09
Lakes,88079,85663,94419,2022-02-09
Bay of Plenty,205961,200859,216941,2022-02-09
Tairawhiti,39003,37741,41965,2022-02-09
Taranaki,96635,94531,102147,2022-02-09
Hawkes Bay,140712,137200,145571,2022-02-09
MidCentral,147011,144023,152302,2022-02-09
Whanganui,52694,51408,57247,2022-02-09
Capital and Coast,267144,264263,271174,2022-02-09
Hutt Valley,126058,124030,130239,2022-02-09
Wairarapa,39974,39163,41427,2022-02-09
Nelson Marlborough,131057,128649,135743,2022-02-09
West Coast,25935,25288,27906,2022-02-09
Canterbury,479439,472593,482890,2022-02-09
South Canterbury,50077,49215,52584,2022-02-09
Southern,281106,276805,288015,2022-02-09
Overseas / Unknown,2925,2810,17173,2022-02-09
New Zealand,4049971,3977640,4209057,2022-02-09
All DHBs to 90%,NA,NA,NA,2022-02-09
