DHB,Dose1,Dose2,Population,Date
Northland,136811,122240,161320,2021-11-27
Waitemata,492597,467270,526087,2021-11-27
Auckland,407297,389059,423958,2021-11-27
Counties Manukau,445966,416695,482773,2021-11-27
Waikato,324411,296958,357176,2021-11-27
Lakes,82807,73698,94419,2021-11-27
Bay of Plenty,194099,173919,216941,2021-11-27
Tairawhiti,36083,31478,41965,2021-11-27
Taranaki,91417,82468,102147,2021-11-27
Hawkes Bay,131643,118614,145571,2021-11-27
MidCentral,139866,127103,152302,2021-11-27
Whanganui,49572,44757,57247,2021-11-27
Capital and Coast,257979,243603,271174,2021-11-27
Hutt Valley,120479,111408,130239,2021-11-27
Wairarapa,38198,34387,41427,2021-11-27
Nelson Marlborough,123441,113407,135743,2021-11-27
West Coast,24512,21848,27906,2021-11-27
Canterbury,459368,422544,482890,2021-11-27
South Canterbury,47674,44030,52584,2021-11-27
Southern,270190,249759,288015,2021-11-27
Overseas / Unknown,2838,2540,17173,2021-11-27
New Zealand,3877248,3587785,4209057,2021-11-27
All DHBs to 90%,NA,NA,NA,2021-11-27
