DHB,Dose1,Dose2,Population,Date
Northland,129508,107760,161320,2021-11-04
Waitemata,482323,432382,526087,2021-11-04
Auckland,400119,364481,423958,2021-11-04
Counties Manukau,432521,380135,482773,2021-11-04
Waikato,312617,266000,357176,2021-11-04
Lakes,77008,63973,94419,2021-11-04
Bay of Plenty,181957,151770,216941,2021-11-04
Tairawhiti,33377,27407,41965,2021-11-04
Taranaki,86738,70091,102147,2021-11-04
Hawkes Bay,124237,105893,145571,2021-11-04
MidCentral,132630,112968,152302,2021-11-04
Whanganui,46655,40012,57247,2021-11-04
Capital and Coast,251135,223367,271174,2021-11-04
Hutt Valley,115453,99897,130239,2021-11-04
Wairarapa,35736,30671,41427,2021-11-04
Nelson Marlborough,118751,104740,135743,2021-11-04
West Coast,23060,19274,27906,2021-11-04
Canterbury,444833,370400,482890,2021-11-04
South Canterbury,45975,40170,52584,2021-11-04
Southern,261441,228407,288015,2021-11-04
Overseas / Unknown,2042,1711,17173,2021-11-04
Total,3738116,3241509,4209057,2021-11-04
