DHB,Dose1,Dose2,Population,Date
Northland,142567,134948,161320,2021-12-27
Waitemata,500709,489581,526087,2021-12-27
Auckland,414689,405883,423958,2021-12-27
Counties Manukau,456231,441695,482773,2021-12-27
Waikato,333857,320723,357176,2021-12-27
Lakes,86579,82097,94419,2021-12-27
Bay of Plenty,202036,192296,216941,2021-12-27
Tairawhiti,38138,35778,41965,2021-12-27
Taranaki,94914,90644,102147,2021-12-27
Hawkes Bay,137539,130911,145571,2021-12-27
MidCentral,144696,138887,152302,2021-12-27
Whanganui,51794,49358,57247,2021-12-27
Capital and Coast,264001,258249,271174,2021-12-27
Hutt Valley,124344,120302,130239,2021-12-27
Wairarapa,39300,37758,41427,2021-12-27
Nelson Marlborough,128607,123300,135743,2021-12-27
West Coast,25529,24290,27906,2021-12-27
Canterbury,472081,458346,482890,2021-12-27
South Canterbury,49242,47596,52584,2021-12-27
Southern,277640,269136,288015,2021-12-27
Overseas / Unknown,2816,2647,17173,2021-12-27
New Zealand,3987309,3854425,4209057,2021-12-27
All DHBs to 90%,NA,NA,NA,2021-12-27
