DHB,Dose1,Dose2,Population,Date
Northland,127690,103567,161320,2021-10-30
Waitemata,479602,421626,526087,2021-10-30
Auckland,398266,356967,423958,2021-10-30
Counties Manukau,429142,370946,482773,2021-10-30
Waikato,309408,257063,357176,2021-10-30
Lakes,75958,61754,94419,2021-10-30
Bay of Plenty,180060,145435,216941,2021-10-30
Tairawhiti,32730,26541,41965,2021-10-30
Taranaki,85912,67016,102147,2021-10-30
Hawkes Bay,122948,103679,145571,2021-10-30
MidCentral,131287,109785,152302,2021-10-30
Whanganui,46084,38844,57247,2021-10-30
Capital and Coast,249784,216579,271174,2021-10-30
Hutt Valley,114495,96207,130239,2021-10-30
Wairarapa,35408,30012,41427,2021-10-30
Nelson Marlborough,117720,102987,135743,2021-10-30
West Coast,22676,18529,27906,2021-10-30
Canterbury,439245,353349,482890,2021-10-30
South Canterbury,45463,39061,52584,2021-10-30
Southern,258419,222297,288015,2021-10-30
Overseas / Unknown,2085,1670,17173,2021-10-30
Total,3704382,3143914,4209057,2021-10-30
