DHB,Dose1,Dose2,Population,Date
Northland,130275,109565,161320,2021-11-06
Waitemata,483566,438127,526087,2021-11-06
Auckland,400980,368303,423958,2021-11-06
Counties Manukau,434304,386148,482773,2021-11-06
Waikato,313818,270091,357176,2021-11-06
Lakes,77399,65224,94419,2021-11-06
Bay of Plenty,182736,154311,216941,2021-11-06
Tairawhiti,33639,27940,41965,2021-11-06
Taranaki,87398,71934,102147,2021-11-06
Hawkes Bay,124908,107557,145571,2021-11-06
MidCentral,133303,114842,152302,2021-11-06
Whanganui,46907,40638,57247,2021-11-06
Capital and Coast,251687,226241,271174,2021-11-06
Hutt Valley,115829,101801,130239,2021-11-06
Wairarapa,35999,31186,41427,2021-11-06
Nelson Marlborough,119146,105710,135743,2021-11-06
West Coast,23222,19608,27906,2021-11-06
Canterbury,446480,377521,482890,2021-11-06
South Canterbury,46161,40667,52584,2021-11-06
Southern,262357,230687,288015,2021-11-06
Overseas / Unknown,2097,1732,17173,2021-11-06
Total,3752211,3289833,4209057,2021-11-06
