DHB,Dose1,Dose2,Population,Date
Northland,140732,129894,161320,2021-12-10
Waitemata,497786,481059,526087,2021-12-10
Auckland,412228,399619,423958,2021-12-10
Counties Manukau,452326,430865,482773,2021-12-10
Waikato,330987,311454,357176,2021-12-10
Lakes,85664,78715,94419,2021-12-10
Bay of Plenty,199989,184192,216941,2021-12-10
Tairawhiti,37560,34022,41965,2021-12-10
Taranaki,93877,87574,102147,2021-12-10
Hawkes Bay,135732,125568,145571,2021-12-10
MidCentral,143445,134050,152302,2021-12-10
Whanganui,51276,47367,57247,2021-12-10
Capital and Coast,262475,252846,271174,2021-12-10
Hutt Valley,123272,116607,130239,2021-12-10
Wairarapa,39020,36518,41427,2021-12-10
Nelson Marlborough,127352,119331,135743,2021-12-10
West Coast,25262,23344,27906,2021-12-10
Canterbury,468827,446775,482890,2021-12-10
South Canterbury,48799,46219,52584,2021-12-10
Southern,275689,262034,288015,2021-12-10
Overseas / Unknown,2838,2612,17173,2021-12-10
New Zealand,3955136,3750665,4209057,2021-12-10
All DHBs to 90%,NA,NA,NA,2021-12-10
