DHB,Dose1,Dose2,Population,Date
Northland,143726,138071,161320,2022-01-14
Waitemata,504104,495834,526087,2022-01-14
Auckland,419052,412414,423958,2022-01-14
Counties Manukau,459813,449175,482773,2022-01-14
Waikato,336415,326934,357176,2022-01-14
Lakes,87278,84140,94419,2022-01-14
Bay of Plenty,204007,197343,216941,2022-01-14
Tairawhiti,38535,36817,41965,2022-01-14
Taranaki,95733,92900,102147,2022-01-14
Hawkes Bay,138913,134260,145571,2022-01-14
MidCentral,145719,141786,152302,2022-01-14
Whanganui,52192,50527,57247,2022-01-14
Capital and Coast,265934,262040,271174,2022-01-14
Hutt Valley,125179,122592,130239,2022-01-14
Wairarapa,39603,38557,41427,2022-01-14
Nelson Marlborough,129926,126619,135743,2022-01-14
West Coast,25708,24874,27906,2022-01-14
Canterbury,475648,466618,482890,2022-01-14
South Canterbury,49656,48521,52584,2022-01-14
Southern,279310,273562,288015,2022-01-14
Overseas / Unknown,2912,2777,17173,2022-01-14
New Zealand,4019363,3926361,4209057,2022-01-14
All DHBs to 90%,NA,NA,NA,2022-01-14
