DHB,Dose1,Dose2,Population,Date
Northland,127753,103689,161320,2021-10-31
Waitemata,480049,423578,526087,2021-10-31
Auckland,398544,358316,423958,2021-10-31
Counties Manukau,429723,372728,482773,2021-10-31
Waikato,309731,258044,357176,2021-10-31
Lakes,76233,62138,94419,2021-10-31
Bay of Plenty,180360,146574,216941,2021-10-31
Tairawhiti,32821,26626,41965,2021-10-31
Taranaki,86021,67480,102147,2021-10-31
Hawkes Bay,123225,104086,145571,2021-10-31
MidCentral,131441,110273,152302,2021-10-31
Whanganui,46122,38881,57247,2021-10-31
Capital and Coast,249910,217398,271174,2021-10-31
Hutt Valley,114709,97185,130239,2021-10-31
Wairarapa,35433,30046,41427,2021-10-31
Nelson Marlborough,117863,103259,135743,2021-10-31
West Coast,22811,18802,27906,2021-10-31
Canterbury,440277,356328,482890,2021-10-31
South Canterbury,45539,39217,52584,2021-10-31
Southern,258702,222975,288015,2021-10-31
Overseas / Unknown,2048,1678,17173,2021-10-31
Total,3709315,3159301,4209057,2021-10-31
