DHB,Dose1,Dose2,Population,Date
Northland,145275,140799,161320,2022-02-11
Waitemata,507148,500558,526087,2022-02-11
Auckland,421218,416018,423958,2022-02-11
Counties Manukau,463882,455470,482773,2022-02-11
Waikato,339512,332140,357176,2022-02-11
Lakes,88140,85770,94419,2022-02-11
Bay of Plenty,206096,201111,216941,2022-02-11
Tairawhiti,39040,37791,41965,2022-02-11
Taranaki,96664,94620,102147,2022-02-11
Hawkes Bay,140827,137425,145571,2022-02-11
MidCentral,147087,144170,152302,2022-02-11
Whanganui,52721,51476,57247,2022-02-11
Capital and Coast,267268,264442,271174,2022-02-11
Hutt Valley,126113,124141,130239,2022-02-11
Wairarapa,40008,39210,41427,2022-02-11
Nelson Marlborough,131143,128770,135743,2022-02-11
West Coast,25930,25296,27906,2022-02-11
Canterbury,479742,473046,482890,2022-02-11
South Canterbury,50108,49288,52584,2022-02-11
Southern,281205,276988,288015,2022-02-11
Overseas / Unknown,2955,2842,17173,2022-02-11
New Zealand,4052082,3981371,4209057,2022-02-11
All DHBs to 90%,NA,NA,NA,2022-02-11
