DHB,Dose1,Dose2,Population,Date
Northland,136877,122397,161320,2021-11-28
Waitemata,492895,468223,526087,2021-11-28
Auckland,407551,389698,423958,2021-11-28
Counties Manukau,446400,417734,482773,2021-11-28
Waikato,324782,297723,357176,2021-11-28
Lakes,82979,73958,94419,2021-11-28
Bay of Plenty,194454,174450,216941,2021-11-28
Tairawhiti,36221,31681,41965,2021-11-28
Taranaki,91522,82685,102147,2021-11-28
Hawkes Bay,132041,119301,145571,2021-11-28
MidCentral,140014,127365,152302,2021-11-28
Whanganui,49636,44813,57247,2021-11-28
Capital and Coast,258096,243890,271174,2021-11-28
Hutt Valley,120686,111789,130239,2021-11-28
Wairarapa,38250,34459,41427,2021-11-28
Nelson Marlborough,123538,113569,135743,2021-11-28
West Coast,24543,21915,27906,2021-11-28
Canterbury,459691,423601,482890,2021-11-28
South Canterbury,47702,44100,52584,2021-11-28
Southern,270355,250091,288015,2021-11-28
Overseas / Unknown,2839,2542,17173,2021-11-28
New Zealand,3881072,3595984,4209057,2021-11-28
All DHBs to 90%,NA,NA,NA,2021-11-28
