DHB,Dose1,Dose2,Population,Date
Northland,126991,102266,161320,2021-10-28
Waitemata,477971,413561,526087,2021-10-28
Auckland,397001,351361,423958,2021-10-28
Counties Manukau,426789,363479,482773,2021-10-28
Waikato,307533,251626,357176,2021-10-28
Lakes,75347,60243,94419,2021-10-28
Bay of Plenty,178935,141800,216941,2021-10-28
Tairawhiti,32492,26146,41965,2021-10-28
Taranaki,85347,65454,102147,2021-10-28
Hawkes Bay,121965,101011,145571,2021-10-28
MidCentral,130464,107890,152302,2021-10-28
Whanganui,45804,38369,57247,2021-10-28
Capital and Coast,248949,213148,271174,2021-10-28
Hutt Valley,113951,94440,130239,2021-10-28
Wairarapa,35155,29380,41427,2021-10-28
Nelson Marlborough,116995,101527,135743,2021-10-28
West Coast,22411,18122,27906,2021-10-28
Canterbury,434574,340807,482890,2021-10-28
South Canterbury,44901,38211,52584,2021-10-28
Southern,256602,219241,288015,2021-10-28
Overseas / Unknown,2036,1635,17173,2021-10-28
Total,3682213,3079717,4209057,2021-10-28
