DHB,Dose1,Dose2,Population,Date
Northland,135052,118657,161320,2021-11-20
Waitemata,489904,458988,526087,2021-11-20
Auckland,405382,383224,423958,2021-11-20
Counties Manukau,442670,407702,482773,2021-11-20
Waikato,321302,289499,357176,2021-11-20
Lakes,81258,71542,94419,2021-11-20
Bay of Plenty,190119,168237,216941,2021-11-20
Tairawhiti,35458,30539,41965,2021-11-20
Taranaki,90443,79780,102147,2021-11-20
Hawkes Bay,129497,115158,145571,2021-11-20
MidCentral,137991,123923,152302,2021-11-20
Whanganui,48787,43619,57247,2021-11-20
Capital and Coast,255927,238907,271174,2021-11-20
Hutt Valley,118769,108657,130239,2021-11-20
Wairarapa,37729,33548,41427,2021-11-20
Nelson Marlborough,122014,110938,135743,2021-11-20
West Coast,24160,21185,27906,2021-11-20
Canterbury,455030,409269,482890,2021-11-20
South Canterbury,47169,42934,52584,2021-11-20
Southern,267437,243683,288015,2021-11-20
Overseas / Unknown,2841,2547,17173,2021-11-20
New Zealand,3838939,3502536,4209057,2021-11-20
All DHBs to 90%,NA,NA,NA,2021-11-20
