DHB,Dose1,Dose2,Population,Date
Northland,142845,135949,161320,2022-01-04
Waitemata,501440,491545,526087,2022-01-04
Auckland,415497,407600,423958,2022-01-04
Counties Manukau,456997,444036,482773,2022-01-04
Waikato,334397,322758,357176,2022-01-04
Lakes,86755,82859,94419,2022-01-04
Bay of Plenty,202546,194326,216941,2022-01-04
Tairawhiti,38227,36151,41965,2022-01-04
Taranaki,95099,91357,102147,2022-01-04
Hawkes Bay,137856,132065,145571,2022-01-04
MidCentral,144928,139900,152302,2022-01-04
Whanganui,51885,49791,57247,2022-01-04
Capital and Coast,264493,259542,271174,2022-01-04
Hutt Valley,124505,121015,130239,2022-01-04
Wairarapa,39379,38041,41427,2022-01-04
Nelson Marlborough,128935,124631,135743,2022-01-04
West Coast,25565,24469,27906,2022-01-04
Canterbury,472824,461078,482890,2022-01-04
South Canterbury,49315,47873,52584,2022-01-04
Southern,278052,270740,288015,2022-01-04
Overseas / Unknown,2823,2664,17173,2022-01-04
New Zealand,3994363,3878390,4209057,2022-01-04
All DHBs to 90%,NA,NA,NA,2022-01-04
