DHB,Dose1,Dose2,Population,Date
Northland,139294,126798,161320,2021-12-04
Waitemata,495886,475964,526087,2021-12-04
Auckland,410339,395579,423958,2021-12-04
Counties Manukau,450184,425603,482773,2021-12-04
Waikato,328479,305539,357176,2021-12-04
Lakes,84687,76376,94419,2021-12-04
Bay of Plenty,198059,179921,216941,2021-12-04
Tairawhiti,36994,32931,41965,2021-12-04
Taranaki,93030,85577,102147,2021-12-04
Hawkes Bay,134311,122879,145571,2021-12-04
MidCentral,142271,130955,152302,2021-12-04
Whanganui,50689,46237,57247,2021-12-04
Capital and Coast,261000,249477,271174,2021-12-04
Hutt Valley,122406,114681,130239,2021-12-04
Wairarapa,38761,35586,41427,2021-12-04
Nelson Marlborough,126134,117198,135743,2021-12-04
West Coast,24991,22744,27906,2021-12-04
Canterbury,465859,439232,482890,2021-12-04
South Canterbury,48396,45301,52584,2021-12-04
Southern,273832,257849,288015,2021-12-04
Overseas / Unknown,2814,2546,17173,2021-12-04
New Zealand,3928416,3688973,4209057,2021-12-04
All DHBs to 90%,NA,NA,NA,2021-12-04
