DHB,Dose1,Dose2,Population,Date
Northland,142935,136185,161320,2022-01-05
Waitemata,501744,492093,526087,2022-01-05
Auckland,415852,408156,423958,2022-01-05
Counties Manukau,457318,444692,482773,2022-01-05
Waikato,334604,323247,357176,2022-01-05
Lakes,86810,83007,94419,2022-01-05
Bay of Plenty,202730,194757,216941,2022-01-05
Tairawhiti,38264,36229,41965,2022-01-05
Taranaki,95190,91595,102147,2022-01-05
Hawkes Bay,137959,132286,145571,2022-01-05
MidCentral,145003,140111,152302,2022-01-05
Whanganui,51920,49886,57247,2022-01-05
Capital and Coast,264662,259860,271174,2022-01-05
Hutt Valley,124611,121256,130239,2022-01-05
Wairarapa,39402,38090,41427,2022-01-05
Nelson Marlborough,129015,124900,135743,2022-01-05
West Coast,25574,24541,27906,2022-01-05
Canterbury,473125,461793,482890,2022-01-05
South Canterbury,49369,47999,52584,2022-01-05
Southern,278191,271102,288015,2022-01-05
Overseas / Unknown,2836,2682,17173,2022-01-05
New Zealand,3997114,3884467,4209057,2022-01-05
All DHBs to 90%,NA,NA,NA,2022-01-05
