DHB,Dose1,Dose2,Population,Date
Northland,137713,123787,161320,2021-11-30
Waitemata,493888,470664,526087,2021-11-30
Auckland,408416,391511,423958,2021-11-30
Counties Manukau,447697,420076,482773,2021-11-30
Waikato,325946,299847,357176,2021-11-30
Lakes,83523,74683,94419,2021-11-30
Bay of Plenty,195636,176200,216941,2021-11-30
Tairawhiti,36438,32059,41965,2021-11-30
Taranaki,92111,83663,102147,2021-11-30
Hawkes Bay,132743,120306,145571,2021-11-30
MidCentral,140824,128477,152302,2021-11-30
Whanganui,49985,45254,57247,2021-11-30
Capital and Coast,259062,245648,271174,2021-11-30
Hutt Valley,121212,112522,130239,2021-11-30
Wairarapa,38403,34750,41427,2021-11-30
Nelson Marlborough,124353,114708,135743,2021-11-30
West Coast,24665,22171,27906,2021-11-30
Canterbury,461577,428342,482890,2021-11-30
South Canterbury,47944,44475,52584,2021-11-30
Southern,271534,252412,288015,2021-11-30
Overseas / Unknown,2836,2547,17173,2021-11-30
New Zealand,3896506,3624102,4209057,2021-11-30
All DHBs to 90%,NA,NA,NA,2021-11-30
