DHB,Dose1,Dose2,Population,Date
Northland,143762,138162,161320,2022-01-15
Waitemata,504213,495997,526087,2022-01-15
Auckland,419139,412540,423958,2022-01-15
Counties Manukau,459990,449446,482773,2022-01-15
Waikato,336470,327052,357176,2022-01-15
Lakes,87295,84199,94419,2022-01-15
Bay of Plenty,204052,197467,216941,2022-01-15
Tairawhiti,38559,36849,41965,2022-01-15
Taranaki,95765,92973,102147,2022-01-15
Hawkes Bay,138976,134420,145571,2022-01-15
MidCentral,145745,141867,152302,2022-01-15
Whanganui,52208,50560,57247,2022-01-15
Capital and Coast,265987,262142,271174,2022-01-15
Hutt Valley,125203,122645,130239,2022-01-15
Wairarapa,39612,38581,41427,2022-01-15
Nelson Marlborough,129950,126700,135743,2022-01-15
West Coast,25713,24883,27906,2022-01-15
Canterbury,475741,466866,482890,2022-01-15
South Canterbury,49668,48549,52584,2022-01-15
Southern,279368,273663,288015,2022-01-15
Overseas / Unknown,2911,2776,17173,2022-01-15
New Zealand,4020327,3928337,4209057,2022-01-15
All DHBs to 90%,NA,NA,NA,2022-01-15
