DHB,Dose1,Dose2,Population,Date
Northland,139036,126241,161320,2021-12-03
Waitemata,495502,474680,526087,2021-12-03
Auckland,409928,394625,423958,2021-12-03
Counties Manukau,449411,423758,482773,2021-12-03
Waikato,328073,304450,357176,2021-12-03
Lakes,84476,75955,94419,2021-12-03
Bay of Plenty,197567,179057,216941,2021-12-03
Tairawhiti,36893,32751,41965,2021-12-03
Taranaki,92861,85170,102147,2021-12-03
Hawkes Bay,133932,122090,145571,2021-12-03
MidCentral,142003,130402,152302,2021-12-03
Whanganui,50608,46090,57247,2021-12-03
Capital and Coast,260670,248674,271174,2021-12-03
Hutt Valley,122147,114173,130239,2021-12-03
Wairarapa,38692,35358,41427,2021-12-03
Nelson Marlborough,125788,116604,135743,2021-12-03
West Coast,24941,22638,27906,2021-12-03
Canterbury,465142,437221,482890,2021-12-03
South Canterbury,48351,45177,52584,2021-12-03
Southern,273490,256797,288015,2021-12-03
Overseas / Unknown,2809,2535,17173,2021-12-03
New Zealand,3922320,3674446,4209057,2021-12-03
All DHBs to 90%,NA,NA,NA,2021-12-03
