DHB,Dose1,Dose2,Population,Date
Northland,142802,135822,161320,2022-01-01
Waitemata,501320,491231,526087,2022-01-01
Auckland,415534,407484,423958,2022-01-01
Counties Manukau,456864,443680,482773,2022-01-01
Waikato,334315,322454,357176,2022-01-01
Lakes,86706,82687,94419,2022-01-01
Bay of Plenty,202449,193987,216941,2022-01-01
Tairawhiti,38203,36079,41965,2022-01-01
Taranaki,95072,91274,102147,2022-01-01
Hawkes Bay,137788,131888,145571,2022-01-01
MidCentral,144878,139756,152302,2022-01-01
Whanganui,51869,49702,57247,2022-01-01
Capital and Coast,264449,259378,271174,2022-01-01
Hutt Valley,124485,120925,130239,2022-01-01
Wairarapa,39361,37984,41427,2022-01-01
Nelson Marlborough,128831,124342,135743,2022-01-01
West Coast,25567,24460,27906,2022-01-01
Canterbury,472734,460747,482890,2022-01-01
South Canterbury,49313,47864,52584,2022-01-01
Southern,277996,270515,288015,2022-01-01
Overseas / Unknown,2830,2670,17173,2022-01-01
New Zealand,3993366,3874929,4209057,2022-01-01
All DHBs to 90%,NA,NA,NA,2022-01-01
