DHB,Dose1,Dose2,Population,Date
Northland,134838,118203,161320,2021-11-19
Waitemata,489483,457553,526087,2021-11-19
Auckland,405021,382210,423958,2021-11-19
Counties Manukau,441917,405532,482773,2021-11-19
Waikato,320904,288617,357176,2021-11-19
Lakes,81103,71194,94419,2021-11-19
Bay of Plenty,189498,167308,216941,2021-11-19
Tairawhiti,35350,30368,41965,2021-11-19
Taranaki,90306,79457,102147,2021-11-19
Hawkes Bay,129182,114518,145571,2021-11-19
MidCentral,137686,123119,152302,2021-11-19
Whanganui,48614,43402,57247,2021-11-19
Capital and Coast,255509,237978,271174,2021-11-19
Hutt Valley,118555,108241,130239,2021-11-19
Wairarapa,37578,33345,41427,2021-11-19
Nelson Marlborough,121771,110460,135743,2021-11-19
West Coast,24125,21089,27906,2021-11-19
Canterbury,454401,406218,482890,2021-11-19
South Canterbury,47064,42733,52584,2021-11-19
Southern,267160,242885,288015,2021-11-19
Overseas / Unknown,2833,2530,17173,2021-11-19
New Zealand,3832898,3486960,4209057,2021-11-19
All DHBs to 90%,NA,NA,NA,2021-11-19
