DHB,Dose1,Dose2,Population,Date
Northland,144252,139066,161320,2022-01-24
Waitemata,505415,497838,526087,2022-01-24
Auckland,420043,414098,423958,2022-01-24
Counties Manukau,461538,451781,482773,2022-01-24
Waikato,337605,329011,357176,2022-01-24
Lakes,87689,84839,94419,2022-01-24
Bay of Plenty,204823,198834,216941,2022-01-24
Tairawhiti,38729,37247,41965,2022-01-24
Taranaki,96100,93569,102147,2022-01-24
Hawkes Bay,139578,135425,145571,2022-01-24
MidCentral,146160,142653,152302,2022-01-24
Whanganui,52392,50889,57247,2022-01-24
Capital and Coast,266395,262944,271174,2022-01-24
Hutt Valley,125510,123144,130239,2022-01-24
Wairarapa,39746,38814,41427,2022-01-24
Nelson Marlborough,130475,127576,135743,2022-01-24
West Coast,25793,25061,27906,2022-01-24
Canterbury,477127,469152,482890,2022-01-24
South Canterbury,49818,48822,52584,2022-01-24
Southern,280022,274961,288015,2022-01-24
Overseas / Unknown,2951,2826,17173,2022-01-24
New Zealand,4032161,3948550,4209057,2022-01-24
All DHBs to 90%,NA,NA,NA,2022-01-24
