DHB,Dose1,Dose2,Population,Date
Northland,139947,128218,161320,2021-12-07
Waitemata,496859,478532,526087,2021-12-07
Auckland,411252,397598,423958,2021-12-07
Counties Manukau,451284,428242,482773,2021-12-07
Waikato,329703,308137,357176,2021-12-07
Lakes,85257,77697,94419,2021-12-07
Bay of Plenty,199088,182013,216941,2021-12-07
Tairawhiti,37354,33575,41965,2021-12-07
Taranaki,93394,86511,102147,2021-12-07
Hawkes Bay,135122,124262,145571,2021-12-07
MidCentral,142857,132225,152302,2021-12-07
Whanganui,51013,46764,57247,2021-12-07
Capital and Coast,261741,251073,271174,2021-12-07
Hutt Valley,122854,115603,130239,2021-12-07
Wairarapa,38902,36064,41427,2021-12-07
Nelson Marlborough,126824,118202,135743,2021-12-07
West Coast,25107,23009,27906,2021-12-07
Canterbury,467486,443092,482890,2021-12-07
South Canterbury,48599,45732,52584,2021-12-07
Southern,274738,259814,288015,2021-12-07
Overseas / Unknown,2820,2573,17173,2021-12-07
New Zealand,3942201,3718936,4209057,2021-12-07
All DHBs to 90%,NA,NA,NA,2021-12-07
