DHB,Dose1,Dose2,Population,Date
Northland,145354,140937,161320,2022-02-14
Waitemata,507354,500908,526087,2022-02-14
Auckland,421372,416238,423958,2022-02-14
Counties Manukau,464076,455899,482773,2022-02-14
Waikato,339641,332426,357176,2022-02-14
Lakes,88202,85891,94419,2022-02-14
Bay of Plenty,206205,201331,216941,2022-02-14
Tairawhiti,39067,37841,41965,2022-02-14
Taranaki,96698,94689,102147,2022-02-14
Hawkes Bay,141012,137698,145571,2022-02-14
MidCentral,147148,144296,152302,2022-02-14
Whanganui,52751,51530,57247,2022-02-14
Capital and Coast,267336,264550,271174,2022-02-14
Hutt Valley,126136,124202,130239,2022-02-14
Wairarapa,40020,39238,41427,2022-02-14
Nelson Marlborough,131164,128852,135743,2022-02-14
West Coast,25941,25322,27906,2022-02-14
Canterbury,480087,473534,482890,2022-02-14
South Canterbury,50123,49319,52584,2022-02-14
Southern,281337,277173,288015,2022-02-14
Overseas / Unknown,2956,2842,17173,2022-02-14
New Zealand,4053980,3984716,4209057,2022-02-14
All DHBs to 90%,NA,NA,NA,2022-02-14
