DHB,Dose1,Dose2,Population,Date
Northland,125366,99390,161320,2021-10-24
Waitemata,474876,401992,526087,2021-10-24
Auckland,394775,342646,423958,2021-10-24
Counties Manukau,422768,354096,482773,2021-10-24
Waikato,303569,243584,357176,2021-10-24
Lakes,74339,58126,94419,2021-10-24
Bay of Plenty,176973,135695,216941,2021-10-24
Tairawhiti,31934,25450,41965,2021-10-24
Taranaki,84213,63070,102147,2021-10-24
Hawkes Bay,120565,98167,145571,2021-10-24
MidCentral,128938,104765,152302,2021-10-24
Whanganui,45245,37431,57247,2021-10-24
Capital and Coast,247361,205814,271174,2021-10-24
Hutt Valley,112876,90958,130239,2021-10-24
Wairarapa,34797,28628,41427,2021-10-24
Nelson Marlborough,115507,99502,135743,2021-10-24
West Coast,21906,17464,27906,2021-10-24
Canterbury,427556,322775,482890,2021-10-24
South Canterbury,44294,36940,52584,2021-10-24
Southern,253461,212084,288015,2021-10-24
Overseas / Unknown,2018,1586,17173,2021-10-24
Total,3643337,2980163,4209057,2021-10-24
