DHB,Dose1,Dose2,Population,Date
Northland,142818,135888,161320,2022-01-03
Waitemata,501385,491417,526087,2022-01-03
Auckland,415517,407565,423958,2022-01-03
Counties Manukau,456939,443890,482773,2022-01-03
Waikato,334351,322611,357176,2022-01-03
Lakes,86733,82799,94419,2022-01-03
Bay of Plenty,202505,194186,216941,2022-01-03
Tairawhiti,38213,36116,41965,2022-01-03
Taranaki,95087,91323,102147,2022-01-03
Hawkes Bay,137833,132003,145571,2022-01-03
MidCentral,144901,139824,152302,2022-01-03
Whanganui,51873,49743,57247,2022-01-03
Capital and Coast,264468,259460,271174,2022-01-03
Hutt Valley,124502,120996,130239,2022-01-03
Wairarapa,39369,38016,41427,2022-01-03
Nelson Marlborough,128897,124493,135743,2022-01-03
West Coast,25566,24464,27906,2022-01-03
Canterbury,472781,460953,482890,2022-01-03
South Canterbury,49314,47869,52584,2022-01-03
Southern,278021,270624,288015,2022-01-03
Overseas / Unknown,2823,2662,17173,2022-01-03
New Zealand,3993896,3876902,4209057,2022-01-03
All DHBs to 90%,NA,NA,NA,2022-01-03
