DHB,Dose1,Dose2,Population,Date
Northland,144854,140043,161320,2022-02-02
Waitemata,506489,499463,526087,2022-02-02
Auckland,420737,415173,423958,2022-02-02
Counties Manukau,462922,453804,482773,2022-02-02
Waikato,338753,330671,357176,2022-02-02
Lakes,87933,85368,94419,2022-02-02
Bay of Plenty,205631,200153,216941,2022-02-02
Tairawhiti,38921,37556,41965,2022-02-02
Taranaki,96490,94227,102147,2022-02-02
Hawkes Bay,140432,136679,145571,2022-02-02
MidCentral,146716,143537,152302,2022-02-02
Whanganui,52610,51234,57247,2022-02-02
Capital and Coast,266951,263848,271174,2022-02-02
Hutt Valley,125926,123746,130239,2022-02-02
Wairarapa,39891,39048,41427,2022-02-02
Nelson Marlborough,130892,128294,135743,2022-02-02
West Coast,25892,25203,27906,2022-02-02
Canterbury,478701,471451,482890,2022-02-02
South Canterbury,50015,49099,52584,2022-02-02
Southern,280830,276202,288015,2022-02-02
Overseas / Unknown,2932,2812,17173,2022-02-02
New Zealand,4044518,3967611,4209057,2022-02-02
All DHBs to 90%,NA,NA,NA,2022-02-02
