DHB,Dose1,Dose2,Population,Date
Northland,142666,135322,161320,2021-12-29
Waitemata,500941,490328,526087,2021-12-29
Auckland,414973,406553,423958,2021-12-29
Counties Manukau,456470,442550,482773,2021-12-29
Waikato,334068,321528,357176,2021-12-29
Lakes,86629,82389,94419,2021-12-29
Bay of Plenty,202204,193120,216941,2021-12-29
Tairawhiti,38162,35920,41965,2021-12-29
Taranaki,94985,90965,102147,2021-12-29
Hawkes Bay,137639,131347,145571,2021-12-29
MidCentral,144770,139314,152302,2021-12-29
Whanganui,51822,49512,57247,2021-12-29
Capital and Coast,264198,258825,271174,2021-12-29
Hutt Valley,124391,120580,130239,2021-12-29
Wairarapa,39321,37845,41427,2021-12-29
Nelson Marlborough,128703,123815,135743,2021-12-29
West Coast,25538,24371,27906,2021-12-29
Canterbury,472312,459521,482890,2021-12-29
South Canterbury,49269,47699,52584,2021-12-29
Southern,277771,269816,288015,2021-12-29
Overseas / Unknown,2819,2653,17173,2021-12-29
New Zealand,3989651,3863973,4209057,2021-12-29
All DHBs to 90%,NA,NA,NA,2021-12-29
