DHB,Dose1,Dose2,Population,Date
Northland,138627,125406,161320,2021-12-02
Waitemata,494952,473141,526087,2021-12-02
Auckland,409291,393344,423958,2021-12-02
Counties Manukau,448840,422284,482773,2021-12-02
Waikato,327297,302573,357176,2021-12-02
Lakes,84192,75538,94419,2021-12-02
Bay of Plenty,196909,177938,216941,2021-12-02
Tairawhiti,36749,32513,41965,2021-12-02
Taranaki,92571,84408,102147,2021-12-02
Hawkes Bay,133653,121543,145571,2021-12-02
MidCentral,141676,129691,152302,2021-12-02
Whanganui,50434,45824,57247,2021-12-02
Capital and Coast,260134,247563,271174,2021-12-02
Hutt Valley,121857,113553,130239,2021-12-02
Wairarapa,38603,35117,41427,2021-12-02
Nelson Marlborough,125317,115901,135743,2021-12-02
West Coast,24831,22412,27906,2021-12-02
Canterbury,463924,434232,482890,2021-12-02
South Canterbury,48207,44860,52584,2021-12-02
Southern,272815,255196,288015,2021-12-02
Overseas / Unknown,2796,2517,17173,2021-12-02
New Zealand,3913675,3655554,4209057,2021-12-02
All DHBs to 90%,NA,NA,NA,2021-12-02
