DHB,Dose1,Dose2,Population,Date
Northland,141626,131979,161320,2021-12-15
Waitemata,499116,484491,526087,2021-12-15
Auckland,413410,402213,423958,2021-12-15
Counties Manukau,454137,435353,482773,2021-12-15
Waikato,332241,314883,357176,2021-12-15
Lakes,86034,79974,94419,2021-12-15
Bay of Plenty,200876,187287,216941,2021-12-15
Tairawhiti,37822,34656,41965,2021-12-15
Taranaki,94300,88613,102147,2021-12-15
Hawkes Bay,136455,127536,145571,2021-12-15
MidCentral,143925,135718,152302,2021-12-15
Whanganui,51509,48118,57247,2021-12-15
Capital and Coast,263176,254847,271174,2021-12-15
Hutt Valley,123783,118029,130239,2021-12-15
Wairarapa,39141,37018,41427,2021-12-15
Nelson Marlborough,127875,120642,135743,2021-12-15
West Coast,25353,23621,27906,2021-12-15
Canterbury,470166,450950,482890,2021-12-15
South Canterbury,48978,46693,52584,2021-12-15
Southern,276514,264417,288015,2021-12-15
Overseas / Unknown,2830,2624,17173,2021-12-15
New Zealand,3969267,3789662,4209057,2021-12-15
All DHBs to 90%,NA,NA,NA,2021-12-15
