DHB,Dose1,Dose2,Population,Date
Northland,136623,121779,161320,2021-11-26
Waitemata,492144,465877,526087,2021-11-26
Auckland,406896,387956,423958,2021-11-26
Counties Manukau,444840,414022,482773,2021-11-26
Waikato,323873,295855,357176,2021-11-26
Lakes,82593,73338,94419,2021-11-26
Bay of Plenty,193607,173187,216941,2021-11-26
Tairawhiti,35997,31371,41965,2021-11-26
Taranaki,91216,82080,102147,2021-11-26
Hawkes Bay,131292,117978,145571,2021-11-26
MidCentral,139575,126615,152302,2021-11-26
Whanganui,49488,44602,57247,2021-11-26
Capital and Coast,257673,242926,271174,2021-11-26
Hutt Valley,120232,110986,130239,2021-11-26
Wairarapa,38098,34225,41427,2021-11-26
Nelson Marlborough,123199,112958,135743,2021-11-26
West Coast,24438,21736,27906,2021-11-26
Canterbury,458702,420346,482890,2021-11-26
South Canterbury,47546,43814,52584,2021-11-26
Southern,269765,248871,288015,2021-11-26
Overseas / Unknown,2826,2531,17173,2021-11-26
New Zealand,3870623,3573053,4209057,2021-11-26
All DHBs to 90%,NA,NA,NA,2021-11-26
