DHB,Dose1,Dose2,Population,Date
Northland,144448,139366,161320,2022-01-26
Waitemata,505770,498315,526087,2022-01-26
Auckland,420258,414365,423958,2022-01-26
Counties Manukau,461935,452292,482773,2022-01-26
Waikato,337962,329445,357176,2022-01-26
Lakes,87763,84990,94419,2022-01-26
Bay of Plenty,205104,199240,216941,2022-01-26
Tairawhiti,38795,37356,41965,2022-01-26
Taranaki,96225,93765,102147,2022-01-26
Hawkes Bay,139810,135755,145571,2022-01-26
MidCentral,146306,142905,152302,2022-01-26
Whanganui,52452,50984,57247,2022-01-26
Capital and Coast,266555,263165,271174,2022-01-26
Hutt Valley,125613,123291,130239,2022-01-26
Wairarapa,39786,38873,41427,2022-01-26
Nelson Marlborough,130610,127779,135743,2022-01-26
West Coast,25818,25094,27906,2022-01-26
Canterbury,477634,469833,482890,2022-01-26
South Canterbury,49875,48892,52584,2022-01-26
Southern,280236,275280,288015,2022-01-26
Overseas / Unknown,2960,2835,17173,2022-01-26
New Zealand,4035915,3953820,4209057,2022-01-26
All DHBs to 90%,NA,NA,NA,2022-01-26
