DHB,Dose1,Dose2,Population,Date
Northland,132888,114954,161320,2021-11-13
Waitemata,486796,449771,526087,2021-11-13
Auckland,403282,376831,423958,2021-11-13
Counties Manukau,438632,398077,482773,2021-11-13
Waikato,317253,280342,357176,2021-11-13
Lakes,78859,68520,94419,2021-11-13
Bay of Plenty,185621,161429,216941,2021-11-13
Tairawhiti,34510,29294,41965,2021-11-13
Taranaki,88882,76584,102147,2021-11-13
Hawkes Bay,127351,111972,145571,2021-11-13
MidCentral,135221,119346,152302,2021-11-13
Whanganui,47721,42139,57247,2021-11-13
Capital and Coast,253547,232969,271174,2021-11-13
Hutt Valley,117146,105584,130239,2021-11-13
Wairarapa,36763,32274,41427,2021-11-13
Nelson Marlborough,120399,108294,135743,2021-11-13
West Coast,23719,20445,27906,2021-11-13
Canterbury,450303,393119,482890,2021-11-13
South Canterbury,46668,41834,52584,2021-11-13
Southern,264859,237325,288015,2021-11-13
Overseas / Unknown,2960,2603,17173,2021-11-13
New Zealand,3793380,3403706,4209057,2021-11-13
All DHBs to 90%,NA,NA,NA,2021-11-13
