DHB,Dose1,Dose2,Population,Date
Northland,134491,117595,161320,2021-11-18
Waitemata,488936,455958,526087,2021-11-18
Auckland,404727,381216,423958,2021-11-18
Counties Manukau,441322,404106,482773,2021-11-18
Waikato,320222,287048,357176,2021-11-18
Lakes,80883,70820,94419,2021-11-18
Bay of Plenty,188675,166148,216941,2021-11-18
Tairawhiti,35288,30220,41965,2021-11-18
Taranaki,90067,78842,102147,2021-11-18
Hawkes Bay,128968,114150,145571,2021-11-18
MidCentral,137191,122405,152302,2021-11-18
Whanganui,48453,43210,57247,2021-11-18
Capital and Coast,255122,237036,271174,2021-11-18
Hutt Valley,118313,107780,130239,2021-11-18
Wairarapa,37472,33145,41427,2021-11-18
Nelson Marlborough,121492,110005,135743,2021-11-18
West Coast,24065,20881,27906,2021-11-18
Canterbury,453649,403575,482890,2021-11-18
South Canterbury,46985,42466,52584,2021-11-18
Southern,266771,241859,288015,2021-11-18
Overseas / Unknown,2853,2538,17173,2021-11-18
New Zealand,3825945,3471003,4209057,2021-11-18
All DHBs to 90%,NA,NA,NA,2021-11-18
