DHB,Dose1,Dose2,Population,Date
Northland,133003,115085,161320,2021-11-14
Waitemata,487099,450884,526087,2021-11-14
Auckland,403596,377745,423958,2021-11-14
Counties Manukau,439211,399544,482773,2021-11-14
Waikato,317565,281122,357176,2021-11-14
Lakes,79318,69066,94419,2021-11-14
Bay of Plenty,186086,162226,216941,2021-11-14
Tairawhiti,34672,29533,41965,2021-11-14
Taranaki,89079,76928,102147,2021-11-14
Hawkes Bay,127716,112537,145571,2021-11-14
MidCentral,135421,119779,152302,2021-11-14
Whanganui,47808,42264,57247,2021-11-14
Capital and Coast,253707,233332,271174,2021-11-14
Hutt Valley,117381,106010,130239,2021-11-14
Wairarapa,36873,32393,41427,2021-11-14
Nelson Marlborough,120483,108395,135743,2021-11-14
West Coast,23768,20495,27906,2021-11-14
Canterbury,450710,394353,482890,2021-11-14
South Canterbury,46688,41874,52584,2021-11-14
Southern,264984,237672,288015,2021-11-14
Overseas / Unknown,2956,2602,17173,2021-11-14
New Zealand,3798124,3413839,4209057,2021-11-14
All DHBs to 90%,NA,NA,NA,2021-11-14
