DHB,Dose1,Dose2,Population,Date
Northland,142065,133184,161320,2021-12-18
Waitemata,499662,486425,526087,2021-12-18
Auckland,413859,403550,423958,2021-12-18
Counties Manukau,454962,437809,482773,2021-12-18
Waikato,332924,317112,357176,2021-12-18
Lakes,86281,80812,94419,2021-12-18
Bay of Plenty,201326,189167,216941,2021-12-18
Tairawhiti,37928,34965,41965,2021-12-18
Taranaki,94553,89339,102147,2021-12-18
Hawkes Bay,136829,128679,145571,2021-12-18
MidCentral,144237,136939,152302,2021-12-18
Whanganui,51615,48494,57247,2021-12-18
Capital and Coast,263506,256099,271174,2021-12-18
Hutt Valley,123985,118774,130239,2021-12-18
Wairarapa,39212,37322,41427,2021-12-18
Nelson Marlborough,128184,121547,135743,2021-12-18
West Coast,25433,23872,27906,2021-12-18
Canterbury,470975,453547,482890,2021-12-18
South Canterbury,49098,47009,52584,2021-12-18
Southern,276944,266029,288015,2021-12-18
Overseas / Unknown,2825,2638,17173,2021-12-18
New Zealand,3976403,3813312,4209057,2021-12-18
All DHBs to 90%,NA,NA,NA,2021-12-18
