DHB,Dose1,Dose2,Population,Date
Northland,143421,137299,161320,2022-01-11
Waitemata,503232,494541,526087,2022-01-11
Auckland,417664,410751,423958,2022-01-11
Counties Manukau,458824,447563,482773,2022-01-11
Waikato,335689,325518,357176,2022-01-11
Lakes,87116,83759,94419,2022-01-11
Bay of Plenty,203566,196493,216941,2022-01-11
Tairawhiti,38473,36630,41965,2022-01-11
Taranaki,95519,92474,102147,2022-01-11
Hawkes Bay,138569,133553,145571,2022-01-11
MidCentral,145390,141076,152302,2022-01-11
Whanganui,52083,50269,57247,2022-01-11
Capital and Coast,265475,261271,271174,2022-01-11
Hutt Valley,124958,122108,130239,2022-01-11
Wairarapa,39528,38381,41427,2022-01-11
Nelson Marlborough,129601,126039,135743,2022-01-11
West Coast,25650,24756,27906,2022-01-11
Canterbury,474685,464895,482890,2022-01-11
South Canterbury,49520,48299,52584,2022-01-11
Southern,278909,272726,288015,2022-01-11
Overseas / Unknown,2875,2729,17173,2022-01-11
New Zealand,4010747,3911130,4209057,2022-01-11
All DHBs to 90%,NA,NA,NA,2022-01-11
