DHB,Dose1,Dose2,Population,Date
Northland,145225,140688,161320,2022-02-10
Waitemata,507110,500460,526087,2022-02-10
Auckland,421051,415818,423958,2022-02-10
Counties Manukau,463772,455275,482773,2022-02-10
Waikato,339412,331951,357176,2022-02-10
Lakes,88101,85700,94419,2022-02-10
Bay of Plenty,206011,200979,216941,2022-02-10
Tairawhiti,39020,37767,41965,2022-02-10
Taranaki,96657,94582,102147,2022-02-10
Hawkes Bay,140770,137324,145571,2022-02-10
MidCentral,147053,144096,152302,2022-02-10
Whanganui,52705,51442,57247,2022-02-10
Capital and Coast,267213,264357,271174,2022-02-10
Hutt Valley,126088,124087,130239,2022-02-10
Wairarapa,39988,39181,41427,2022-02-10
Nelson Marlborough,131099,128708,135743,2022-02-10
West Coast,25935,25294,27906,2022-02-10
Canterbury,479595,472818,482890,2022-02-10
South Canterbury,50094,49245,52584,2022-02-10
Southern,281154,276872,288015,2022-02-10
Overseas / Unknown,2941,2826,17173,2022-02-10
New Zealand,4050994,3979470,4209057,2022-02-10
All DHBs to 90%,NA,NA,NA,2022-02-10
