DHB,Dose1,Dose2,Population,Date
Northland,142500,134735,161320,2021-12-23
Waitemata,500498,488943,526087,2021-12-23
Auckland,414441,405302,423958,2021-12-23
Counties Manukau,456038,440975,482773,2021-12-23
Waikato,333690,320022,357176,2021-12-23
Lakes,86516,81786,94419,2021-12-23
Bay of Plenty,201903,191695,216941,2021-12-23
Tairawhiti,38111,35637,41965,2021-12-23
Taranaki,94847,90374,102147,2021-12-23
Hawkes Bay,137475,130599,145571,2021-12-23
MidCentral,144648,138577,152302,2021-12-23
Whanganui,51763,49181,57247,2021-12-23
Capital and Coast,263909,257827,271174,2021-12-23
Hutt Valley,124299,120077,130239,2021-12-23
Wairarapa,39287,37699,41427,2021-12-23
Nelson Marlborough,128524,122931,135743,2021-12-23
West Coast,25509,24217,27906,2021-12-23
Canterbury,471894,457388,482890,2021-12-23
South Canterbury,49216,47502,52584,2021-12-23
Southern,277520,268459,288015,2021-12-23
Overseas / Unknown,2826,2657,17173,2021-12-23
New Zealand,3985414,3846583,4209057,2021-12-23
All DHBs to 90%,NA,NA,NA,2021-12-23
