DHB,Dose1,Dose2,Population,Date
Northland,144349,139203,161320,2022-01-25
Waitemata,505588,498099,526087,2022-01-25
Auckland,420213,414263,423958,2022-01-25
Counties Manukau,461776,452069,482773,2022-01-25
Waikato,337764,329211,357176,2022-01-25
Lakes,87737,84923,94419,2022-01-25
Bay of Plenty,204937,199033,216941,2022-01-25
Tairawhiti,38767,37289,41965,2022-01-25
Taranaki,96166,93668,102147,2022-01-25
Hawkes Bay,139658,135546,145571,2022-01-25
MidCentral,146231,142787,152302,2022-01-25
Whanganui,52415,50938,57247,2022-01-25
Capital and Coast,266502,263084,271174,2022-01-25
Hutt Valley,125567,123210,130239,2022-01-25
Wairarapa,39773,38849,41427,2022-01-25
Nelson Marlborough,130564,127686,135743,2022-01-25
West Coast,25810,25086,27906,2022-01-25
Canterbury,477380,469457,482890,2022-01-25
South Canterbury,49854,48861,52584,2022-01-25
Southern,280145,275117,288015,2022-01-25
Overseas / Unknown,2947,2824,17173,2022-01-25
New Zealand,4034143,3951203,4209057,2022-01-25
All DHBs to 90%,NA,NA,NA,2022-01-25
