DHB,Dose1,Dose2,Population,Date
Northland,145422,141020,161320,2022-02-15
Waitemata,507455,501061,526087,2022-02-15
Auckland,421424,416349,423958,2022-02-15
Counties Manukau,464170,456085,482773,2022-02-15
Waikato,339721,332570,357176,2022-02-15
Lakes,88218,85930,94419,2022-02-15
Bay of Plenty,206286,201472,216941,2022-02-15
Tairawhiti,39085,37871,41965,2022-02-15
Taranaki,96717,94734,102147,2022-02-15
Hawkes Bay,141084,137810,145571,2022-02-15
MidCentral,147211,144381,152302,2022-02-15
Whanganui,52780,51575,57247,2022-02-15
Capital and Coast,267361,264605,271174,2022-02-15
Hutt Valley,126141,124221,130239,2022-02-15
Wairarapa,40029,39256,41427,2022-02-15
Nelson Marlborough,131187,128902,135743,2022-02-15
West Coast,25945,25338,27906,2022-02-15
Canterbury,480306,473856,482890,2022-02-15
South Canterbury,50144,49339,52584,2022-02-15
Southern,281369,277271,288015,2022-02-15
Overseas / Unknown,2944,2834,17173,2022-02-15
New Zealand,4054999,3986480,4209057,2022-02-15
All DHBs to 90%,NA,NA,NA,2022-02-15
