DHB,Dose1,Dose2,Population,Date
Northland,144761,139881,161320,2022-02-01
Waitemata,506399,499310,526087,2022-02-01
Auckland,420697,415073,423958,2022-02-01
Counties Manukau,462805,453579,482773,2022-02-01
Waikato,338595,330438,357176,2022-02-01
Lakes,87909,85311,94419,2022-02-01
Bay of Plenty,205557,199990,216941,2022-02-01
Tairawhiti,38898,37519,41965,2022-02-01
Taranaki,96449,94150,102147,2022-02-01
Hawkes Bay,140360,136561,145571,2022-02-01
MidCentral,146649,143448,152302,2022-02-01
Whanganui,52592,51201,57247,2022-02-01
Capital and Coast,266883,263747,271174,2022-02-01
Hutt Valley,125871,123665,130239,2022-02-01
Wairarapa,39871,39020,41427,2022-02-01
Nelson Marlborough,130845,128218,135743,2022-02-01
West Coast,25885,25199,27906,2022-02-01
Canterbury,478512,471138,482890,2022-02-01
South Canterbury,49992,49061,52584,2022-02-01
Southern,280752,276088,288015,2022-02-01
Overseas / Unknown,2948,2826,17173,2022-02-01
New Zealand,4043230,3965423,4209057,2022-02-01
All DHBs to 90%,NA,NA,NA,2022-02-01
