DHB,Dose1,Dose2,Population,Date
Northland,140924,130304,161320,2021-12-11
Waitemata,498084,481911,526087,2021-12-11
Auckland,412462,400219,423958,2021-12-11
Counties Manukau,452896,432281,482773,2021-12-11
Waikato,331204,312078,357176,2021-12-11
Lakes,85732,78943,94419,2021-12-11
Bay of Plenty,200217,184861,216941,2021-12-11
Tairawhiti,37598,34110,41965,2021-12-11
Taranaki,93936,87763,102147,2021-12-11
Hawkes Bay,135921,126068,145571,2021-12-11
MidCentral,143551,134388,152302,2021-12-11
Whanganui,51331,47545,57247,2021-12-11
Capital and Coast,262629,253314,271174,2021-12-11
Hutt Valley,123391,116869,130239,2021-12-11
Wairarapa,39056,36645,41427,2021-12-11
Nelson Marlborough,127438,119567,135743,2021-12-11
West Coast,25276,23413,27906,2021-12-11
Canterbury,469100,447796,482890,2021-12-11
South Canterbury,48838,46330,52584,2021-12-11
Southern,275786,262477,288015,2021-12-11
Overseas / Unknown,2846,2627,17173,2021-12-11
New Zealand,3958216,3759509,4209057,2021-12-11
All DHBs to 90%,NA,NA,NA,2021-12-11
