DHB,Dose1,Dose2,Population,Date
Northland,129027,106740,161320,2021-11-03
Waitemata,481759,430497,526087,2021-11-03
Auckland,399755,363131,423958,2021-11-03
Counties Manukau,431883,378471,482773,2021-11-03
Waikato,311897,263750,357176,2021-11-03
Lakes,76834,63513,94419,2021-11-03
Bay of Plenty,181618,150784,216941,2021-11-03
Tairawhiti,33228,27229,41965,2021-11-03
Taranaki,86549,69391,102147,2021-11-03
Hawkes Bay,123888,105279,145571,2021-11-03
MidCentral,132338,112336,152302,2021-11-03
Whanganui,46498,39670,57247,2021-11-03
Capital and Coast,250856,221996,271174,2021-11-03
Hutt Valley,115248,99048,130239,2021-11-03
Wairarapa,35683,30538,41427,2021-11-03
Nelson Marlborough,118577,104399,135743,2021-11-03
West Coast,23017,19163,27906,2021-11-03
Canterbury,443844,367016,482890,2021-11-03
South Canterbury,45898,40025,52584,2021-11-03
Southern,260752,227111,288015,2021-11-03
Overseas / Unknown,2056,1700,17173,2021-11-03
Total,3731205,3221787,4209057,2021-11-03
