DHB,Dose1,Dose2,Population,Date
Northland,139367,126966,161320,2021-12-05
Waitemata,496084,476599,526087,2021-12-05
Auckland,410493,396049,423958,2021-12-05
Counties Manukau,450389,426273,482773,2021-12-05
Waikato,328687,306016,357176,2021-12-05
Lakes,84878,76769,94419,2021-12-05
Bay of Plenty,198323,180453,216941,2021-12-05
Tairawhiti,37142,33211,41965,2021-12-05
Taranaki,93109,85801,102147,2021-12-05
Hawkes Bay,134618,123467,145571,2021-12-05
MidCentral,142347,131199,152302,2021-12-05
Whanganui,50755,46347,57247,2021-12-05
Capital and Coast,261123,249750,271174,2021-12-05
Hutt Valley,122536,114997,130239,2021-12-05
Wairarapa,38792,35663,41427,2021-12-05
Nelson Marlborough,126259,117348,135743,2021-12-05
West Coast,25001,22763,27906,2021-12-05
Canterbury,466205,440132,482890,2021-12-05
South Canterbury,48425,45382,52584,2021-12-05
Southern,273946,258146,288015,2021-12-05
Overseas / Unknown,2819,2556,17173,2021-12-05
New Zealand,3931298,3695887,4209057,2021-12-05
All DHBs to 90%,NA,NA,NA,2021-12-05
