DHB,Dose1,Dose2,Population,Date
Northland,135858,120294,161320,2021-11-24
Waitemata,490542,462481,526087,2021-11-24
Auckland,405234,385149,423958,2021-11-24
Counties Manukau,443315,410802,482773,2021-11-24
Waikato,322453,292836,357176,2021-11-24
Lakes,82001,72694,94419,2021-11-24
Bay of Plenty,192087,171242,216941,2021-11-24
Tairawhiti,35819,31072,41965,2021-11-24
Taranaki,90761,81047,102147,2021-11-24
Hawkes Bay,130611,116965,145571,2021-11-24
MidCentral,138777,125407,152302,2021-11-24
Whanganui,49162,44167,57247,2021-11-24
Capital and Coast,256473,241034,271174,2021-11-24
Hutt Valley,119608,109961,130239,2021-11-24
Wairarapa,37925,33919,41427,2021-11-24
Nelson Marlborough,122534,112058,135743,2021-11-24
West Coast,24316,21454,27906,2021-11-24
Canterbury,456742,415700,482890,2021-11-24
South Canterbury,47351,43392,52584,2021-11-24
Southern,268519,246517,288015,2021-11-24
Overseas / Unknown,10268,6754,17173,2021-11-24
New Zealand,3860356,3544945,4209057,2021-11-24
All DHBs to 90%,NA,NA,NA,2021-11-24
