DHB,Dose1,Dose2,Population,Date
Northland,141972,132828,161320,2021-12-17
Waitemata,499498,485842,526087,2021-12-17
Auckland,413706,403124,423958,2021-12-17
Counties Manukau,454654,436782,482773,2021-12-17
Waikato,332791,316633,357176,2021-12-17
Lakes,86214,80553,94419,2021-12-17
Bay of Plenty,201210,188756,216941,2021-12-17
Tairawhiti,37892,34870,41965,2021-12-17
Taranaki,94499,89143,102147,2021-12-17
Hawkes Bay,136705,128252,145571,2021-12-17
MidCentral,144175,136673,152302,2021-12-17
Whanganui,51591,48415,57247,2021-12-17
Capital and Coast,263418,255738,271174,2021-12-17
Hutt Valley,123935,118581,130239,2021-12-17
Wairarapa,39187,37247,41427,2021-12-17
Nelson Marlborough,128117,121260,135743,2021-12-17
West Coast,25419,23825,27906,2021-12-17
Canterbury,470785,452837,482890,2021-12-17
South Canterbury,49092,46944,52584,2021-12-17
Southern,276861,265643,288015,2021-12-17
Overseas / Unknown,2830,2636,17173,2021-12-17
New Zealand,3974551,3806582,4209057,2021-12-17
All DHBs to 90%,NA,NA,NA,2021-12-17
