DHB,Dose1,Dose2,Population,Date
Northland,141073,130678,161320,2021-12-12
Waitemata,498412,482744,526087,2021-12-12
Auckland,412783,400891,423958,2021-12-12
Counties Manukau,453321,433361,482773,2021-12-12
Waikato,331514,312835,357176,2021-12-12
Lakes,85835,79261,94419,2021-12-12
Bay of Plenty,200399,185638,216941,2021-12-12
Tairawhiti,37681,34341,41965,2021-12-12
Taranaki,94061,88023,102147,2021-12-12
Hawkes Bay,136070,126622,145571,2021-12-12
MidCentral,143667,134745,152302,2021-12-12
Whanganui,51380,47660,57247,2021-12-12
Capital and Coast,262798,253728,271174,2021-12-12
Hutt Valley,123547,117288,130239,2021-12-12
Wairarapa,39074,36737,41427,2021-12-12
Nelson Marlborough,127534,119831,135743,2021-12-12
West Coast,25282,23430,27906,2021-12-12
Canterbury,469396,448621,482890,2021-12-12
South Canterbury,48866,46408,52584,2021-12-12
Southern,275976,262924,288015,2021-12-12
Overseas / Unknown,2852,2636,17173,2021-12-12
New Zealand,3961521,3768402,4209057,2021-12-12
All DHBs to 90%,NA,NA,NA,2021-12-12
