DHB,Dose1,Dose2,Population,Date
Northland,126113,100405,161320,2021-10-26
Waitemata,476318,407232,526087,2021-10-26
Auckland,395771,346533,423958,2021-10-26
Counties Manukau,424592,358286,482773,2021-10-26
Waikato,305128,246417,357176,2021-10-26
Lakes,74708,58905,94419,2021-10-26
Bay of Plenty,177852,138563,216941,2021-10-26
Tairawhiti,32115,25714,41965,2021-10-26
Taranaki,84620,63991,102147,2021-10-26
Hawkes Bay,120998,99150,145571,2021-10-26
MidCentral,129489,105954,152302,2021-10-26
Whanganui,45437,37709,57247,2021-10-26
Capital and Coast,247969,208626,271174,2021-10-26
Hutt Valley,113246,92134,130239,2021-10-26
Wairarapa,34941,28946,41427,2021-10-26
Nelson Marlborough,116158,100452,135743,2021-10-26
West Coast,22120,17733,27906,2021-10-26
Canterbury,429514,328695,482890,2021-10-26
South Canterbury,44441,37256,52584,2021-10-26
Southern,254414,214523,288015,2021-10-26
Overseas / Unknown,2026,1606,17173,2021-10-26
Total,3657970,3018830,4209057,2021-10-26
