DHB,Dose1,Dose2,Population,Date
Northland,131587,112403,161320,2021-11-10
Waitemata,485102,444149,526087,2021-11-10
Auckland,402085,372643,423958,2021-11-10
Counties Manukau,436420,392133,482773,2021-11-10
Waikato,315368,274978,357176,2021-11-10
Lakes,78234,67050,94419,2021-11-10
Bay of Plenty,184119,158161,216941,2021-11-10
Tairawhiti,34169,28781,41965,2021-11-10
Taranaki,87922,74163,102147,2021-11-10
Hawkes Bay,126294,110078,145571,2021-11-10
MidCentral,134138,117105,152302,2021-11-10
Whanganui,47302,41418,57247,2021-11-10
Capital and Coast,252530,229820,271174,2021-11-10
Hutt Valley,116413,103732,130239,2021-11-10
Wairarapa,36236,31619,41427,2021-11-10
Nelson Marlborough,119754,106981,135743,2021-11-10
West Coast,23479,20032,27906,2021-11-10
Canterbury,448726,386418,482890,2021-11-10
South Canterbury,46408,41287,52584,2021-11-10
Southern,263654,234403,288015,2021-11-10
Overseas / Unknown,3128,2750,17173,2021-11-10
New Zealand,3773068,3350104,4209057,2021-11-10
All DHBs to 90%,NA,NA,NA,2021-11-10
