DHB,Dose1,Dose2,Population,Date
Northland,143927,138502,161320,2022-01-18
Waitemata,504576,496595,526087,2022-01-18
Auckland,419224,412935,423958,2022-01-18
Counties Manukau,460488,450232,482773,2022-01-18
Waikato,336842,327687,357176,2022-01-18
Lakes,87429,84413,94419,2022-01-18
Bay of Plenty,204298,197910,216941,2022-01-18
Tairawhiti,38621,37015,41965,2022-01-18
Taranaki,95866,93149,102147,2022-01-18
Hawkes Bay,139141,134760,145571,2022-01-18
MidCentral,145912,142184,152302,2022-01-18
Whanganui,52264,50670,57247,2022-01-18
Capital and Coast,266133,262416,271174,2022-01-18
Hutt Valley,125290,122815,130239,2022-01-18
Wairarapa,39673,38692,41427,2022-01-18
Nelson Marlborough,130156,127055,135743,2022-01-18
West Coast,25735,24922,27906,2022-01-18
Canterbury,476109,467632,482890,2022-01-18
South Canterbury,49730,48648,52584,2022-01-18
Southern,279590,274132,288015,2022-01-18
Overseas / Unknown,2918,2785,17173,2022-01-18
New Zealand,4023922,3935149,4209057,2022-01-18
All DHBs to 90%,NA,NA,NA,2022-01-18
