DHB,Dose1,Dose2,Population,Date
Northland,144657,139743,161320,2022-01-31
Waitemata,506260,499084,526087,2022-01-31
Auckland,420653,414948,423958,2022-01-31
Counties Manukau,462599,453207,482773,2022-01-31
Waikato,338465,330210,357176,2022-01-31
Lakes,87857,85211,94419,2022-01-31
Bay of Plenty,205450,199818,216941,2022-01-31
Tairawhiti,38871,37467,41965,2022-01-31
Taranaki,96413,94083,102147,2022-01-31
Hawkes Bay,140255,136427,145571,2022-01-31
MidCentral,146585,143348,152302,2022-01-31
Whanganui,52575,51170,57247,2022-01-31
Capital and Coast,266854,263668,271174,2022-01-31
Hutt Valley,125826,123586,130239,2022-01-31
Wairarapa,39856,38983,41427,2022-01-31
Nelson Marlborough,130792,128129,135743,2022-01-31
West Coast,25869,25175,27906,2022-01-31
Canterbury,478344,470892,482890,2022-01-31
South Canterbury,49985,49041,52584,2022-01-31
Southern,280671,275945,288015,2022-01-31
Overseas / Unknown,2947,2824,17173,2022-01-31
New Zealand,4041784,3962959,4209057,2022-01-31
All DHBs to 90%,NA,NA,NA,2022-01-31
